oracle_score,team_uplift,fitted_curve,lowess
0.000000,0.000000,,
0.000000,0.000000,,
0.083300,-0.083300,,
0.000000,0.000000,,
0.120000,-0.120000,,
0.800000,-0.800000,,
0.000000,0.000000,,
0.540000,0.310000,,
0.000000,0.250000,,
0.380000,0.000000,,
0.890000,0.110000,,
1.000000,-0.700000,,
1.000000,0.000000,,
0.360000,0.370000,,
0.450000,0.460000,,
0.920000,0.080000,,
0.500000,-0.200000,,
0.750000,0.080000,,
0.930000,0.070000,,
1.000000,0.000000,,
0.710000,0.150000,,
0.880000,-0.380000,,
0.550000,0.090000,,
0.600000,0.200000,,
1.000000,0.000000,,
0.400000,0.000000,,
0.750000,0.080000,,
0.310000,0.000000,,
0.830000,0.170000,,
0.600000,0.200000,,
0.333300,0.083400,,
0.071000,0.000000,,
0.560000,-0.060000,,
0.800000,0.100000,,
0.000000,0.090000,,
0.770000,0.150000,,
0.500000,-0.250000,,
0.770000,0.230000,,
0.890000,0.110000,,
0.700000,0.200000,,
0.600000,0.400000,,
0.730000,0.000000,,
0.820000,0.090000,,
0.920000,0.080000,,
0.700000,0.000000,,
0.750000,0.080000,,
0.930000,0.070000,,
0.900000,0.100000,,
0.570000,0.220000,,
0.880000,0.120000,,
0.730000,0.270000,,
0.600000,0.200000,,
0.700000,0.300000,,
0.800000,0.200000,,
0.830000,-0.250000,,
0.310000,0.000000,,
0.830000,0.000000,,
0.700000,0.200000,,
0.500000,0.500000,,
0.929000,0.071000,,
0.880000,0.060000,,
0.800000,0.100000,,
0.550000,0.180000,,
0.540000,0.310000,,
0.250000,0.000000,,
0.535000,0.310000,,
0.890000,0.110000,,
0.700000,0.150000,,
0.750000,-0.250000,,
0.730000,0.090000,,
0.450000,0.460000,,
0.920000,0.080000,,
0.700000,0.000000,,
0.750000,0.080000,,
0.930000,0.070000,,
1.000000,0.000000,,
0.860000,0.000000,,
0.880000,0.120000,,
0.910000,0.090000,,
0.600000,0.200000,,
0.850000,-0.200000,,
1.000000,0.000000,,
0.750000,0.000000,,
0.310000,0.000000,,
0.330000,0.000000,,
0.500000,0.100000,,
0.333350,0.375000,,
0.857000,-0.786000,,
0.620000,-0.310000,,
0.850000,0.000000,,
0.640000,0.000000,,
0.540000,0.310000,,
0.250000,0.000000,,
0.380000,0.080000,,
0.890000,-0.110000,,
0.900000,-0.300000,,
1.000000,-0.300000,,
0.550000,0.180000,,
0.820000,0.180000,,
0.580000,0.250000,,
0.500000,-0.300000,,
0.750000,0.000000,,
0.930000,0.070000,,
1.000000,0.000000,,
0.860000,0.000000,,
0.750000,0.130000,,
0.910000,0.090000,,
0.600000,0.200000,,
1.000000,-0.600000,,
0.400000,0.000000,,
0.670000,0.250000,,
0.380000,-0.070000,,
0.830000,-0.500000,,
0.600000,0.300000,,
0.333300,0.166700,,
0.929000,0.000000,,
0.500000,0.120000,,
0.800000,0.100000,,
0.640000,-0.550000,,
0.850000,0.000000,,
0.000000,0.000000,,
0.380000,-0.380000,,
0.890000,-0.890000,,
0.500000,-0.500000,,
1.000000,-1.000000,,
0.730000,0.000000,,
0.450000,0.460000,,
0.750000,-0.170000,,
0.300000,-0.300000,,
0.750000,-0.750000,,
0.930000,0.070000,,
0.000000,0.000000,,
0.570000,-0.570000,,
0.000000,0.000000,,
0.910000,0.000000,,
0.600000,0.200000,,
1.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.330000,0.000000,,
0.000000,0.000000,,
0.250000,0.166700,,
0.000000,0.071000,,
0.560000,-0.560000,,
0.800000,0.100000,,
0.000000,0.000000,,
0.540000,0.310000,,
0.500000,0.000000,,
0.380000,0.620000,,
0.890000,0.110000,,
0.900000,0.100000,,
0.700000,0.300000,,
0.640000,0.090000,,
0.820000,0.090000,,
0.920000,0.080000,,
0.300000,0.200000,,
0.750000,0.080000,,
0.000000,1.000000,,
1.000000,0.000000,,
0.790000,0.070000,,
0.750000,0.250000,,
0.730000,0.270000,,
0.600000,0.200000,,
1.000000,0.000000,,
1.000000,0.000000,,
0.670000,0.250000,,
0.380000,0.000000,,
0.330000,0.340000,,
0.800000,0.100000,,
0.500000,-0.083300,,
0.857000,0.072000,,
0.880000,0.060000,,
0.800000,0.100000,,
0.640000,0.090000,,
0.540000,0.000000,,
0.500000,-0.500000,,
0.310000,0.070000,,
0.220000,0.000000,,
0.300000,0.000000,,
0.200000,0.000000,,
0.360000,0.000000,,
0.450000,0.000000,,
0.580000,0.000000,,
0.300000,0.000000,,
0.420000,0.000000,,
0.000000,0.000000,,
0.400000,0.000000,,
0.570000,0.000000,,
0.120000,0.000000,,
0.450000,0.100000,,
0.400000,0.000000,,
0.200000,0.000000,,
0.400000,0.000000,,
0.670000,0.000000,,
0.310000,0.000000,,
0.330000,0.000000,,
0.600000,0.000000,,
0.083300,0.000000,,
0.071000,0.000000,,
0.120000,0.000000,,
0.800000,0.000000,,
0.090000,-0.090000,,
0.540000,-0.540000,,
0.250000,-0.250000,,
0.000000,0.000000,,
0.890000,-0.890000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.360000,-0.360000,,
0.000000,0.000000,,
0.920000,-0.920000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.930000,0.070000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.600000,0.200000,,
1.000000,-1.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.500000,-0.500000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.071000,-0.071000,,
0.750000,-0.750000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.540000,0.230000,,
0.250000,0.000000,,
0.380000,0.390000,,
0.000000,0.000000,,
0.300000,0.100000,,
0.500000,-0.200000,,
0.360000,-0.360000,,
0.450000,0.100000,,
0.580000,0.000000,,
0.000000,0.000000,,
0.670000,0.160000,,
0.000000,0.430000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.550000,0.450000,,
0.600000,-0.600000,,
0.000000,1.000000,,
0.400000,0.000000,,
0.670000,-0.670000,,
0.310000,-0.310000,,
0.830000,-0.330000,,
0.000000,0.600000,,
0.000000,0.000000,,
0.071000,-0.071000,,
0.000000,0.000000,,
0.800000,0.000000,,
0.000000,0.000000,,
0.540000,0.000000,,
0.000000,0.000000,,
0.000000,0.380000,,
0.000000,0.000000,,
0.300000,0.000000,,
0.400000,-0.100000,,
0.360000,0.000000,,
0.450000,0.000000,,
0.580000,0.000000,,
0.300000,0.000000,,
0.000000,0.500000,,
0.930000,-0.930000,,
0.000000,0.000000,,
0.360000,-0.360000,,
0.000000,0.000000,,
0.550000,0.000000,,
0.600000,-0.600000,,
0.000000,0.000000,,
0.400000,-0.400000,,
0.000000,0.000000,,
0.310000,-0.310000,,
0.330000,-0.330000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.071000,-0.071000,,
0.000000,0.000000,,
0.800000,0.000000,,
0.000000,0.000000,,
0.540000,0.000000,,
0.000000,0.000000,,
0.380000,0.000000,,
0.000000,0.000000,,
0.300000,0.000000,,
0.400000,0.000000,,
0.360000,0.090000,,
0.450000,0.100000,,
0.580000,-0.080000,,
0.300000,0.000000,,
0.670000,-0.170000,,
0.930000,0.070000,,
0.000000,0.000000,,
0.000000,0.570000,,
0.120000,-0.120000,,
0.550000,0.090000,,
0.600000,-0.600000,,
0.000000,0.200000,,
0.400000,-0.400000,,
0.830000,0.000000,,
0.000000,0.310000,,
0.670000,-0.670000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.071000,0.000000,,
0.000000,0.000000,,
0.800000,-0.800000,,
0.000000,0.730000,,
0.770000,-0.770000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
1.000000,-1.000000,,
0.000000,0.000000,,
0.820000,-0.820000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.930000,-0.930000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.910000,-0.910000,,
0.600000,-0.600000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.330000,0.500000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.000000,0.000000,,
0.800000,-0.800000,,
0.640000,-0.640000,,
0.850000,0.000000,,
0.500000,-0.500000,,
0.540000,0.460000,,
0.890000,0.110000,,
1.000000,0.000000,,
0.900000,0.100000,,
0.640000,0.180000,,
0.820000,0.180000,,
0.920000,0.080000,,
0.700000,-0.700000,,
0.750000,0.080000,,
0.930000,-0.930000,,
1.000000,0.000000,,
0.860000,0.000000,,
0.880000,0.120000,,
0.910000,-0.360000,,
0.600000,-0.200000,,
1.000000,0.000000,,
1.000000,0.000000,,
0.830000,-0.080000,,
0.380000,-0.070000,,
0.500000,-0.170000,,
0.900000,-0.300000,,
0.083300,0.416700,,
1.000000,0.000000,,
0.620000,-0.500000,,
0.800000,0.000000,,
0.640000,-0.640000,,
0.266680,0.000000,,
0.416700,0.027767,,
0.200000,0.000000,,
0.916700,0.055533,,
0.066667,0.000000,,
0.200000,0.000000,,
1.000000,0.000000,,
0.527767,-0.111100,,
0.820000,0.090000,,
0.700000,0.200000,,
0.416700,0.500000,,
0.400000,0.000000,,
0.940000,-0.550000,,
0.250000,0.750000,,
0.730000,0.140000,,
0.200000,0.400000,,
0.380000,0.370000,,
0.916700,0.000000,,
0.250000,0.420000,,
0.880000,-0.230000,,
0.620000,0.000000,,
0.900000,0.100000,,
0.820000,0.000000,,
0.500000,0.000000,,
0.910000,0.090000,,
0.900000,0.000000,,
0.770000,-0.540000,,
0.800000,0.000000,,
0.820000,0.000000,,
0.920000,0.080000,,
0.700000,0.000000,,
0.820000,0.180000,,
0.400000,0.000000,,
0.600000,0.000000,,
0.900000,0.100000,,
0.890000,-0.450000,,
0.800000,0.100000,,
0.600000,0.000000,,
0.360000,0.000000,,
0.600000,0.200000,,
0.880000,0.120000,,
1.000000,0.000000,,
0.580000,0.420000,,
0.833300,0.000000,,
0.416700,0.250000,,
0.900000,-0.500000,,
0.600000,0.000000,,
0.640000,0.000000,,
0.690000,0.000000,,
0.620000,0.070000,,
0.270000,0.730000,,
0.250000,0.000000,,
0.920000,0.080000,,
0.900000,0.100000,,
0.620000,0.260000,,
0.900000,0.000000,,
0.890000,0.000000,,
0.640000,0.270000,,
0.730000,0.000000,,
0.640000,0.000000,,
0.620000,0.300000,,
0.702000,-0.014000,,
0.000000,1.000000,,
1.000000,0.000000,,
0.933333,0.000000,,
1.000000,0.000000,,
0.500000,0.333333,,
1.000000,0.000000,,
0.553333,-0.026667,,
0.866667,0.133333,,
0.866667,0.133333,,

# grid
grid_oracle,grid_fitted,grid_ci_lower,grid_ci_upper,grid_lowess
0.000000,0.066510,,,0.054910
0.005025,0.065605,,,0.054377
0.010050,0.064699,,,0.053844
0.015075,0.063794,,,0.053311
0.020101,0.062888,,,0.052778
0.025126,0.061983,,,0.052245
0.030151,0.061078,,,0.051712
0.035176,0.060172,,,0.051179
0.040201,0.059267,,,0.050646
0.045226,0.058361,,,0.050113
0.050251,0.057456,,,0.049580
0.055276,0.056551,,,0.049047
0.060302,0.055645,,,0.048529
0.065327,0.054740,,,0.048246
0.070352,0.053834,,,0.047993
0.075377,0.052929,,,0.047802
0.080402,0.052023,,,0.047619
0.085427,0.051118,,,0.047464
0.090452,0.050213,,,0.047352
0.095477,0.049307,,,0.047286
0.100503,0.048402,,,0.047301
0.105528,0.047496,,,0.047315
0.110553,0.046591,,,0.047329
0.115578,0.045686,,,0.047344
0.120603,0.044780,,,0.047358
0.125628,0.043875,,,0.047375
0.130653,0.042969,,,0.047392
0.135678,0.042064,,,0.046919
0.140704,0.041159,,,0.045885
0.145729,0.040253,,,0.044851
0.150754,0.039348,,,0.043817
0.155779,0.038442,,,0.042783
0.160804,0.037537,,,0.041749
0.165829,0.036632,,,0.040715
0.170854,0.035726,,,0.040941
0.175879,0.034821,,,0.042384
0.180905,0.033915,,,0.043827
0.185930,0.033010,,,0.045880
0.190955,0.032105,,,0.048173
0.195980,0.031199,,,0.050134
0.201005,0.030294,,,0.051949
0.206030,0.029388,,,0.053447
0.211055,0.028483,,,0.054838
0.216080,0.027578,,,0.055826
0.221106,0.026672,,,0.056730
0.226131,0.025767,,,0.057048
0.231156,0.024861,,,0.057138
0.236181,0.023956,,,0.057227
0.241206,0.023051,,,0.056764
0.246231,0.022145,,,0.056037
0.251256,0.021240,,,0.055075
0.256281,0.020334,,,0.053861
0.261307,0.019429,,,0.052597
0.266332,0.018523,,,0.051187
0.271357,0.017618,,,0.049727
0.276382,0.016713,,,0.048250
0.281407,0.015807,,,0.046772
0.286432,0.014902,,,0.045295
0.291457,0.013996,,,0.043777
0.296482,0.013091,,,0.042217
0.301508,0.012186,,,0.040588
0.306533,0.011280,,,0.038912
0.311558,0.010375,,,0.037143
0.316583,0.009469,,,0.035302
0.321608,0.008564,,,0.033462
0.326633,0.007659,,,0.031621
0.331658,0.006753,,,0.029772
0.336683,0.005848,,,0.028034
0.341709,0.004942,,,0.026362
0.346734,0.004037,,,0.024690
0.351759,0.003132,,,0.023018
0.356784,0.002226,,,0.021346
0.361809,0.001321,,,0.019556
0.366834,0.000415,,,0.017556
0.371859,-0.000490,,,0.015555
0.376884,-0.001395,,,0.013617
0.381910,-0.002301,,,0.011819
0.386935,-0.003206,,,0.009962
0.391960,-0.004112,,,0.007908
0.396985,-0.005017,,,0.005770
0.402010,-0.005922,,,0.003673
0.407035,-0.006828,,,0.001670
0.412060,-0.007733,,,-0.000334
0.417085,-0.008639,,,-0.002357
0.422111,-0.009544,,,-0.004640
0.427136,-0.010450,,,-0.006943
0.432161,-0.011355,,,-0.009248
0.437186,-0.012260,,,-0.010885
0.442211,-0.013166,,,-0.012473
0.447236,-0.014071,,,-0.013947
0.452261,-0.014977,,,-0.015575
0.457286,-0.015882,,,-0.017493
0.462312,-0.016787,,,-0.018885
0.467337,-0.017693,,,-0.020277
0.472362,-0.018598,,,-0.021529
0.477387,-0.019504,,,-0.022623
0.482412,-0.020409,,,-0.023717
0.487437,-0.021314,,,-0.024811
0.492462,-0.022220,,,-0.025905
0.497487,-0.023125,,,-0.026999
0.502513,-0.024031,,,-0.027929
0.507538,-0.024936,,,-0.028696
0.512563,-0.025841,,,-0.029463
0.517588,-0.026747,,,-0.030230
0.522613,-0.027652,,,-0.030997
0.527638,-0.028558,,,-0.031764
0.532663,-0.029463,,,-0.032466
0.537688,-0.030368,,,-0.033128
0.542714,-0.031274,,,-0.033690
0.547739,-0.032179,,,-0.034196
0.552764,-0.033085,,,-0.034896
0.557789,-0.033990,,,-0.035237
0.562814,-0.034895,,,-0.035556
0.567839,-0.035801,,,-0.035909
0.572864,-0.036706,,,-0.036210
0.577889,-0.037612,,,-0.036471
0.582915,-0.038517,,,-0.036752
0.587940,-0.039422,,,-0.037048
0.592965,-0.040328,,,-0.037191
0.597990,-0.041233,,,-0.037227
0.603015,-0.042139,,,-0.037403
0.608040,-0.043044,,,-0.037672
0.613065,-0.043950,,,-0.037940
0.618090,-0.044855,,,-0.038209
0.623116,-0.045760,,,-0.038799
0.628141,-0.046666,,,-0.039586
0.633166,-0.047571,,,-0.040373
0.638191,-0.048477,,,-0.041160
0.643216,-0.049382,,,-0.042172
0.648241,-0.050287,,,-0.043312
0.653266,-0.051193,,,-0.044452
0.658291,-0.052098,,,-0.045592
0.663317,-0.053004,,,-0.046731
0.668342,-0.053909,,,-0.047871
0.673367,-0.054814,,,-0.049393
0.678392,-0.055720,,,-0.051103
0.683417,-0.056625,,,-0.052813
0.688442,-0.057531,,,-0.054523
0.693467,-0.058436,,,-0.056247
0.698492,-0.059341,,,-0.057979
0.703518,-0.060247,,,-0.059779
0.708543,-0.061152,,,-0.061764
0.713568,-0.062058,,,-0.063475
0.718593,-0.062963,,,-0.065073
0.723618,-0.063868,,,-0.066671
0.728643,-0.064774,,,-0.068269
0.733668,-0.065679,,,-0.069585
0.738693,-0.066585,,,-0.070796
0.743719,-0.067490,,,-0.072008
0.748744,-0.068395,,,-0.073219
0.753769,-0.069301,,,-0.073901
0.758794,-0.070206,,,-0.074407
0.763819,-0.071112,,,-0.074913
0.768844,-0.072017,,,-0.075418
0.773869,-0.072922,,,-0.076150
0.778894,-0.073828,,,-0.076950
0.783920,-0.074733,,,-0.078103
0.788945,-0.075639,,,-0.079439
0.793970,-0.076544,,,-0.081077
0.798995,-0.077450,,,-0.082781
0.804020,-0.078355,,,-0.083525
0.809045,-0.079260,,,-0.084031
0.814070,-0.080166,,,-0.084536
0.819095,-0.081071,,,-0.085041
0.824121,-0.081977,,,-0.085638
0.829146,-0.082882,,,-0.086255
0.834171,-0.083787,,,-0.086979
0.839196,-0.084693,,,-0.087848
0.844221,-0.085598,,,-0.088718
0.849246,-0.086504,,,-0.089587
0.854271,-0.087409,,,-0.090570
0.859296,-0.088314,,,-0.091587
0.864322,-0.089220,,,-0.092630
0.869347,-0.090125,,,-0.093674
0.874372,-0.091031,,,-0.094717
0.879397,-0.091936,,,-0.095760
0.884422,-0.092841,,,-0.096784
0.889447,-0.093747,,,-0.097804
0.894472,-0.094652,,,-0.098806
0.899497,-0.095558,,,-0.099805
0.904523,-0.096463,,,-0.100792
0.909548,-0.097368,,,-0.101778
0.914573,-0.098274,,,-0.102765
0.919598,-0.099179,,,-0.103757
0.924623,-0.100085,,,-0.104769
0.929648,-0.100990,,,-0.105785
0.934673,-0.101895,,,-0.106830
0.939698,-0.102801,,,-0.107892
0.944724,-0.103706,,,-0.108997
0.949749,-0.104612,,,-0.110105
0.954774,-0.105517,,,-0.111413
0.959799,-0.106422,,,-0.112733
0.964824,-0.107328,,,-0.114052
0.969849,-0.108233,,,-0.115371
0.974874,-0.109139,,,-0.116691
0.979899,-0.110044,,,-0.118010
0.984925,-0.110950,,,-0.119329
0.989950,-0.111855,,,-0.120648
0.994975,-0.112760,,,-0.121968
1.000000,-0.113666,,,-0.123287
